code,date,open,high,low,close,volume,change,changeRate
G0067,2023-10-30,71490,71864,71001,71683,1078907,372,0.52
G0067,2023-10-31,72071,76677,71141,75381,1233975,3698,5.16
G0067,2023-11-01,75283,76806,73642,75657,941866,276,0.37
G0067,2023-11-02,75743,78807,74956,76665,1211469,1008,1.33
G0067,2023-11-03,76412,77272,74582,75417,1316847,-1248,-1.63
G0067,2023-11-06,75431,76931,73540,75801,1454528,384,0.51
G0067,2023-11-07,75923,78189,74776,75677,52083432,-124,-0.16
G0067,2023-11-08,75976,76878,74457,76733,1426828,1056,1.4
G0067,2023-11-09,76636,78439,76494,77019,892497,286,0.37
G0067,2023-11-10,78131,79791,75828,79418,1106329,2399,3.11
G0067,2023-11-13,80511,83101,78726,82058,1017933,2640,3.32
G0067,2023-11-14,88897,96290,88065,95916,7119561,13858,16.89
G0067,2023-11-15,95930,97399,93345,94967,1759777,-949,-0.99
G0067,2023-11-16,94563,95624,92921,94342,1132248,-625,-0.66
G0067,2023-11-17,94334,96259,92195,94224,1335193,-118,-0.13
G0067,2023-11-20,93880,97623,91346,95266,866943,1042,1.11
G0067,2023-11-21,95373,98806,94869,97199,1403588,1933,2.03
G0067,2023-11-22,97229,98511,96550,97377,712919,178,0.18
G0067,2023-11-23,97372,98957,93724,95624,1115090,-1753,-1.8
G0067,2023-11-24,97958,101852,95846,100334,1438780,4710,4.93
G0067,2023-11-27,100142,102504,98322,99806,2012252,-528,-0.53
G0067,2023-11-28,100119,102149,96682,99421,2304328,-385,-0.39
G0067,2023-11-29,99057,99103,95669,97750,1019312,-1671,-1.68
G0067,2023-11-30,98026,101813,97098,99246,1911341,1496,1.53
G0067,2023-12-01,98668,102027,95930,99096,1783538,-150,-0.15
G0067,2023-12-04,98978,100304,93587,94670,2051287,-4426,-4.47
G0067,2023-12-05,94101,95078,91722,92357,2080958,-2313,-2.44
G0067,2023-12-06,91330,92217,86739,89226,2869696,-3131,-3.39
G0067,2023-12-07,89134,91033,88956,89352,2090169,126,0.14
G0067,2023-12-08,88960,89920,88126,88294,1198853,-1058,-1.18
G0067,2023-12-11,88750,89326,87984,89012,2190043,718,0.81
G0067,2023-12-12,89359,93067,87046,91203,2041673,2191,2.46
G0067,2023-12-13,91212,93793,90167,92505,1268592,1302,1.43
G0067,2023-12-14,92773,94951,90175,92176,1834150,-329,-0.36
G0067,2023-12-15,90917,91005,88336,89143,2228799,-3033,-3.29
G0067,2023-12-18,87917,90355,83884,85359,2201139,-3784,-4.24
G0067,2023-12-19,85364,86731,83060,86043,1715653,684,0.8
G0067,2023-12-20,85785,86259,83025,84878,1820906,-1165,-1.35
G0067,2023-12-21,85836,87052,85121,86974,1718433,2096,2.47
G0067,2023-12-22,86898,89056,84971,86195,1431987,-779,-0.9
G0067,2023-12-25,86952,90063,86732,87747,4189603,1552,1.8
G0067,2023-12-26,87578,88489,86219,86585,2371082,-1162,-1.32
G0067,2023-12-27,86537,88942,84128,85560,2061415,-1025,-1.18
G0067,2023-12-28,85554,88325,83585,86349,1918912,789,0.92
G0067,2023-12-29,86179,86603,85940,86184,2081375,-165,-0.19
G0067,2024-01-01,86040,90004,86034,87785,1857419,1601,1.86
G0067,2024-01-02,86708,87943,84883,85514,4571834,-2271,-2.59
G0067,2024-01-03,84663,86167,83807,83969,1600701,-1545,-1.81
G0067,2024-01-04,82997,85271,82437,82592,2208353,-1377,-1.64
G0067,2024-01-05,82724,83159,80277,81565,703755,-1027,-1.24
G0067,2024-01-08,81470,82682,78634,80999,1802147,-566,-0.69
G0067,2024-01-09,80867,80891,79733,80346,2111093,-653,-0.81
G0067,2024-01-10,80725,85074,79237,82817,3017938,2471,3.08
G0067,2024-01-11,82446,84866,81425,83740,745588,923,1.11
G0067,2024-01-12,84006,84946,83366,83833,863511,93,0.11
G0067,2024-01-15,83665,86922,82370,85065,1399463,1232,1.47
G0067,2024-01-16,85033,85241,82570,84657,1238244,-408,-0.48
G0067,2024-01-17,84585,86020,81836,84072,1789471,-585,-0.69
G0067,2024-01-18,83967,84088,83607,83625,1092249,-447,-0.53
G0067,2024-01-19,84096,88426,82870,86913,820754,3288,3.93
G0067,2024-01-22,85985,86833,82297,84713,43114130,-2200,-2.53
G0067,2024-01-23,84982,87124,82135,84461,1634841,-252,-0.3
G0067,2024-01-24,84600,85468,82105,84897,1131057,436,0.52
G0067,2024-01-25,85308,86235,84486,86183,1486829,1286,1.51
G0067,2024-01-26,87378,89121,87112,88312,1685789,2129,2.47
G0067,2024-01-29,89599,93448,88219,91499,3338189,3187,3.61
G0067,2024-01-30,91086,96036,88810,94922,1793977,3423,3.74
G0067,2024-01-31,94798,96682,91680,92987,1160124,-1935,-2.04
G0067,2024-02-01,92534,94148,89786,92555,1732214,-432,-0.46
G0067,2024-02-02,92229,93673,90683,91547,1927847,-1008,-1.09
G0067,2024-02-05,91021,93277,89629,90828,1377716,-719,-0.79
G0067,2024-02-06,90742,93700,89750,91403,2520217,575,0.63
G0067,2024-02-07,91024,93420,87442,89010,1493754,-2393,-2.62
G0067,2024-02-08,88336,90771,86076,86804,1020574,-2206,-2.48
G0067,2024-02-09,86494,86878,82214,83217,707841,-3587,-4.13
G0067,2024-02-12,83453,84093,81981,83257,446927,40,0.05
G0067,2024-02-13,83179,84172,80413,81881,992653,-1376,-1.65
G0067,2024-02-14,85185,94454,83005,93143,2733727,11262,13.75
G0067,2024-02-15,92712,93891,90662,92417,2017045,-726,-0.78
G0067,2024-02-16,92596,94753,92394,93446,1499739,1029,1.11
G0067,2024-02-19,92514,92793,89775,91091,1458769,-2355,-2.52
G0067,2024-02-20,90796,93400,87666,89396,2082855,-1695,-1.86
G0067,2024-02-21,88912,90197,86486,87882,1438427,-1514,-1.69
G0067,2024-02-22,88374,91024,88127,89078,1577957,1196,1.36
G0067,2024-02-23,88543,89213,86544,88133,1665184,-945,-1.06
G0067,2024-02-26,87975,88297,86228,87837,1223484,-296,-0.34
G0067,2024-02-27,87365,88825,85946,86312,2653583,-1525,-1.74
G0067,2024-02-28,85769,87844,83359,84645,2689236,-1667,-1.93
G0067,2024-02-29,84962,86756,83506,83596,2365459,-1049,-1.24
G0067,2024-03-01,84391,87217,82002,85612,1336539,2016,2.41
G0067,2024-03-04,85643,88172,84147,87187,1510518,1575,1.84
G0067,2024-03-05,86874,89159,83745,86096,1883171,-1091,-1.25
G0067,2024-03-06,86479,89019,84406,86995,2429092,899,1.04
G0067,2024-03-07,87250,90372,86326,88052,1193693,1057,1.22
G0067,2024-03-08,87692,89086,85127,86067,2427683,-1985,-2.25
G0067,2024-03-11,86573,87441,84513,86911,2902956,844,0.98
G0067,2024-03-12,86478,88084,84148,86143,1720598,-768,-0.88
G0067,2024-03-13,87617,90948,85267,89202,1273875,3059,3.55
G0067,2024-03-14,88985,90503,88045,90158,1727434,956,1.07
G0067,2024-03-15,89703,92360,86853,87605,1660729,-2553,-2.83
G0067,2024-03-18,87364,89340,86537,86899,1621025,-706,-0.81
G0067,2024-03-19,87061,88187,84554,86866,2189346,-33,-0.04
G0067,2024-03-20,86984,88616,86707,86913,1815391,47,0.05
G0067,2024-03-21,87514,91053,85761,88719,1089049,1806,2.08
G0067,2024-03-22,89236,90339,87486,89092,1316639,373,0.42
G0067,2024-03-25,90461,95242,89944,92929,2417119,3837,4.31
G0067,2024-03-26,93418,94600,91857,93980,3944854,1051,1.13
G0067,2024-03-27,93914,95995,91147,91785,2952009,-2195,-2.34
G0067,2024-03-28,91005,91490,90222,90822,1149233,-963,-1.05
G0067,2024-03-29,89222,89409,85267,87043,2057808,-3779,-4.16
G0067,2024-04-01,87265,87720,84514,86390,1656797,-653,-0.75
G0067,2024-04-02,86813,88355,86633,87416,880929,1026,1.19
G0067,2024-04-03,88014,90595,86553,87879,1319520,463,0.53
G0067,2024-04-04,87962,88383,85557,88096,1028530,217,0.25
G0067,2024-04-05,87438,89160,86161,87790,1863252,-306,-0.35
G0067,2024-04-08,88322,92583,86934,90141,1889076,2351,2.68
G0067,2024-04-09,90212,91923,89822,90929,2102658,788,0.87
G0067,2024-04-10,91126,93846,89910,91153,1004512,224,0.25
G0067,2024-04-11,91861,93576,91114,93045,1616653,1892,2.08
G0067,2024-04-12,93157,96398,90945,93679,1550261,634,0.68
G0067,2024-04-15,93931,100596,93315,98679,1745105,5000,5.34
G0067,2024-04-16,97870,100520,94903,95094,2417822,-3585,-3.63
G0067,2024-04-17,94639,96408,93518,96291,1707063,1197,1.26
G0067,2024-04-18,96510,98849,92154,94114,1421955,-2177,-2.26
G0067,2024-04-19,94171,96626,91702,93994,1460971,-120,-0.13
G0067,2024-04-22,94033,95526,91032,92695,1933421,-1299,-1.38
G0067,2024-04-23,92484,94764,91165,93741,1436973,1046,1.13
G0067,2024-04-24,93801,95413,92266,93284,1508248,-457,-0.49
G0067,2024-04-25,93215,94842,91304,93061,1278148,-223,-0.24
G0067,2024-04-26,91834,93094,88008,89934,2011197,-3127,-3.36
G0067,2024-04-29,89609,90689,88694,89925,2442485,-9,-0.01
G0067,2024-04-30,89998,90167,88294,89446,1200251,-479,-0.53
G0067,2024-05-01,91081,93482,89142,92864,1941324,3418,3.82
G0067,2024-05-02,92159,93326,91316,92195,2480918,-669,-0.72
G0067,2024-05-03,91788,92782,88464,91044,1114227,-1151,-1.25
G0067,2024-05-06,92151,94698,89799,92437,1328494,1393,1.53
G0067,2024-05-07,92847,94904,91884,93112,1156775,675,0.73
G0067,2024-05-08,95288,100158,94505,97692,1547919,4580,4.92
G0067,2024-05-09,98045,98526,94915,96795,1442261,-897,-0.92
G0067,2024-05-10,96653,99531,92440,94901,1579929,-1894,-1.96
G0067,2024-05-13,94651,96265,90901,93487,1447412,-1414,-1.49
G0067,2024-05-14,93201,95777,92091,93832,2394260,345,0.37
G0067,2024-05-15,92395,93005,80036,80669,2750392,-13163,-14.03
G0067,2024-05-16,80674,82837,78796,81822,1224596,1153,1.43
G0067,2024-05-17,82095,85038,79699,83071,1087480,1249,1.53
G0067,2024-05-20,81476,83725,80210,80328,2482353,-2743,-3.3
G0067,2024-05-21,79239,79701,76733,78006,1004774,-2322,-2.89
G0067,2024-05-22,77797,80061,75915,76250,1327124,-1756,-2.25
G0067,2024-05-23,75366,76985,71737,73463,2248538,-2787,-3.66
G0067,2024-05-24,72998,75188,71237,72481,806007,-982,-1.34
G0067,2024-05-27,73108,74283,71743,73716,1426565,1235,1.7
G0067,2024-05-28,73557,73661,69177,71152,1225913,-2564,-3.48
G0067,2024-05-29,71006,71149,70627,71056,1903756,-96,-0.13
G0067,2024-05-30,70913,72717,68145,70083,1662101,-973,-1.37
G0067,2024-05-31,69912,70106,68059,69769,1449387,-314,-0.45
G0067,2024-06-03,69690,69780,67970,68677,23816983,-1092,-1.57
G0067,2024-06-04,68894,70833,68587,68905,2651057,228,0.33
G0067,2024-06-05,69043,70638,67517,68979,584761,74,0.11
G0067,2024-06-06,69139,69963,67831,69954,1394781,975,1.41
G0067,2024-06-07,70090,70956,69768,70387,1762303,433,0.62
G0067,2024-06-10,70513,71894,68483,69792,1552036,-595,-0.85
G0067,2024-06-11,70202,71565,68073,69833,991030,41,0.06
G0067,2024-06-12,70061,71513,67908,69936,2204337,103,0.15
G0067,2024-06-13,69295,69831,67236,67342,1979354,-2594,-3.71
G0067,2024-06-14,67583,69910,67542,68021,2114106,679,1.01
G0067,2024-06-17,68215,70521,67958,68945,1248622,924,1.36
G0067,2024-06-18,67953,69454,65972,67106,2193572,-1839,-2.67
G0067,2024-06-19,67556,68921,66557,67325,1648800,219,0.33
G0067,2024-06-20,67298,67636,66465,67496,2120184,171,0.25
G0067,2024-06-21,67219,68008,65941,67933,1100857,437,0.65
G0067,2024-06-24,68387,69630,68149,69334,2392017,1401,2.06
G0067,2024-06-25,69700,73017,67864,71665,1497651,2331,3.36
G0067,2024-06-26,71616,72176,69396,71325,663461,-340,-0.47
G0067,2024-06-27,71798,72436,70386,72215,2391842,890,1.25
G0067,2024-06-28,72169,72284,69779,71929,1464105,-286,-0.4
G0067,2024-07-01,71914,72253,70272,72182,1506543,253,0.35
G0067,2024-07-02,72354,73189,70701,72192,1030863,10,0.01
G0067,2024-07-03,72734,73960,72092,73526,2853004,1334,1.85
G0067,2024-07-04,73212,73428,70983,73109,2020139,-417,-0.57
G0067,2024-07-05,72547,73500,68991,71106,1659271,-2003,-2.74
G0067,2024-07-08,71277,72117,70979,71626,1044227,520,0.73
G0067,2024-07-09,71723,71753,69506,71612,1574957,-14,-0.02
G0067,2024-07-10,71765,73778,69482,71588,846286,-24,-0.03
G0067,2024-07-11,71516,73595,70035,71697,1322544,109,0.15
G0067,2024-07-12,71077,72315,70516,71160,2145478,-537,-0.75
G0067,2024-07-15,70839,71236,69914,71031,802347,-129,-0.18
G0067,2024-07-16,70949,72049,68925,70528,1637293,-503,-0.71
G0067,2024-07-17,70342,72045,68826,69820,1554902,-708,-1
G0067,2024-07-18,69207,70519,67684,68265,2196798,-1555,-2.23
G0067,2024-07-19,67965,71219,66876,69475,1449436,1210,1.77
G0067,2024-07-22,69486,70454,67431,69888,1035280,413,0.59
G0067,2024-07-23,69648,71601,69170,70031,979877,143,0.2
G0067,2024-07-24,71568,74396,70070,73770,2165684,3739,5.34
G0067,2024-07-25,73707,74584,73351,74101,692163,331,0.45
G0067,2024-07-26,73526,73861,72075,73470,1578386,-631,-0.85
G0067,2024-07-29,73389,73728,72204,72394,2857781,-1076,-1.46
G0067,2024-07-30,71788,72919,69727,72321,1468402,-73,-0.1
G0067,2024-07-31,72119,72713,68387,70169,1526095,-2152,-2.98
G0067,2024-08-01,70654,73291,68638,73082,1820851,2913,4.15
G0067,2024-08-02,73260,75199,72004,73310,1226000,228,0.31
G0067,2024-08-05,72693,74515,68867,70508,2193339,-2802,-3.82
G0067,2024-08-06,70964,72736,70870,71670,1292170,1162,1.65
G0067,2024-08-07,71853,73512,70704,71719,2494908,49,0.07
G0067,2024-08-08,71259,74452,70246,72381,1097892,662,0.92
G0067,2024-08-09,72322,73127,71827,72833,1640884,452,0.62
G0067,2024-08-12,72790,73611,71559,72118,2455290,-715,-0.98
G0067,2024-08-13,72526,74326,70582,73914,1553434,1796,2.49
G0067,2024-08-14,80115,88936,78601,86784,11674633,12870,17.41
G0067,2024-08-15,86516,89370,85918,88073,1503216,1289,1.49
G0067,2024-08-16,88266,91224,85663,90535,1241353,2462,2.8
G0067,2024-08-19,90271,91640,88881,90071,698360,-464,-0.51
G0067,2024-08-20,90036,92137,88582,90467,1980166,396,0.44
G0067,2024-08-21,90827,92407,89092,91083,1486745,616,0.68
G0067,2024-08-22,91553,93562,91382,91782,1798978,699,0.77
G0067,2024-08-23,92128,92891,90853,91968,1641978,186,0.2
G0067,2024-08-26,90360,93052,87839,89245,1184303,-2723,-2.96
G0067,2024-08-27,88861,90432,85504,87179,2347729,-2066,-2.31
G0067,2024-08-28,85757,88304,82158,83019,1870577,-4160,-4.77
G0067,2024-08-29,82248,83376,78459,80812,1575828,-2207,-2.66
G0067,2024-08-30,80682,82769,80125,80175,2705963,-637,-0.79
G0067,2024-09-02,80904,82064,79424,81755,2587215,1580,1.97
G0067,2024-09-03,81255,82189,78864,81906,1531615,151,0.18
G0067,2024-09-04,82009,84405,79090,80877,1194924,-1029,-1.26
G0067,2024-09-05,79791,80638,77347,78935,1726838,-1942,-2.4
G0067,2024-09-06,78186,80482,75625,77691,1848405,-1244,-1.58
G0067,2024-09-09,78084,80313,77521,78286,975677,595,0.77
G0067,2024-09-10,78237,79923,77266,77524,1540766,-762,-0.97
G0067,2024-09-11,77838,78758,76436,78538,1934316,1014,1.31
G0067,2024-09-12,78748,82608,77390,82228,2092251,3690,4.7
G0067,2024-09-13,81141,81484,78287,78954,2345176,-3274,-3.98
G0067,2024-09-16,79482,83278,78892,81481,1139773,2527,3.2
G0067,2024-09-17,80813,81446,80394,80669,2374850,-812,-1
G0067,2024-09-18,81081,83054,79669,80594,1278366,-75,-0.09
G0067,2024-09-19,80878,83570,78751,81738,1337488,1144,1.42
G0067,2024-09-20,81875,84172,80924,82039,2144834,301,0.37
G0067,2024-09-23,81932,85282,81026,82803,1338858,764,0.93
G0067,2024-09-24,82867,83576,81272,83035,1121619,232,0.28
G0067,2024-09-25,82685,84065,80855,83229,1847056,194,0.23
G0067,2024-09-26,83661,85873,81430,83213,2739095,-16,-0.02
G0067,2024-09-27,84089,87771,83748,86103,1134897,2890,3.47
G0067,2024-09-30,85798,88012,85395,87405,1762160,1302,1.51
G0067,2024-10-01,87865,90398,87840,89417,1721597,2012,2.3
G0067,2024-10-02,89574,90036,87227,88929,1306706,-488,-0.55
G0067,2024-10-03,88479,91036,85672,87876,2152177,-1053,-1.18
G0067,2024-10-04,89031,92262,87677,89838,1675041,1962,2.23
G0067,2024-10-07,89523,91800,87634,89266,1729439,-572,-0.64
G0067,2024-10-08,90460,92476,89267,91494,704090,2228,2.5
G0067,2024-10-09,91990,95812,90204,93186,794331,1692,1.85
G0067,2024-10-10,93334,97204,92680,94759,2391950,1573,1.69
G0067,2024-10-11,96759,100216,96245,98200,1748394,3441,3.63
G0067,2024-10-14,100291,104552,98931,102315,1528076,4115,4.19
G0067,2024-10-15,101950,103656,98328,101055,1970368,-1260,-1.23
G0067,2024-10-16,101025,103310,99480,101305,1107886,250,0.25
G0067,2024-10-17,100007,102793,95882,98608,1971003,-2697,-2.66
G0067,2024-10-18,99006,101974,96424,98136,1240201,-472,-0.48
G0067,2024-10-21,99184,103439,99004,101333,1367085,3197,3.26
G0067,2024-10-22,101553,104343,99185,101979,872787,646,0.64
G0067,2024-10-23,102674,104456,102016,104186,1416817,2207,2.16
G0067,2024-10-24,105291,108415,104310,105605,1494398,1419,1.36
G0067,2024-10-25,104293,106141,102312,104128,1547846,-1477,-1.4
G0067,2024-10-28,103768,105610,102781,103989,1027385,-139,-0.13
G0067,2024-10-29,104131,105237,102179,104484,834854,495,0.48
G0067,2024-10-30,102523,104392,98612,101235,1473146,-3249,-3.11
G0067,2024-10-31,100100,100804,98748,99287,899070,-1948,-1.92
G0067,2024-11-01,100355,104896,99850,102007,1357436,2720,2.74
G0067,2024-11-04,101714,104330,100001,101005,1326551,-1002,-0.98
G0067,2024-11-05,101605,105365,100703,102456,1672072,1451,1.44
G0067,2024-11-06,102263,103331,100050,102754,1815590,298,0.29
G0067,2024-11-07,103821,107670,101305,107612,3705806,4858,4.73
G0067,2024-11-08,106361,109264,103422,104021,1808878,-3591,-3.34
G0067,2024-11-11,103713,105031,100424,102812,1074711,-1209,-1.16
G0067,2024-11-12,103050,103919,101821,101845,1015203,-967,-0.94
G0067,2024-11-13,101414,101937,98204,99605,942856,-2240,-2.2
G0067,2024-11-14,98163,100386,86418,88664,2150803,-10941,-10.98
G0067,2024-11-15,87233,87944,82503,84359,2170608,-4305,-4.86
G0067,2024-11-18,84211,85316,82174,83366,1837992,-993,-1.18
G0067,2024-11-19,83899,87029,82830,85810,2644856,2444,2.93
G0067,2024-11-20,85681,86640,84598,86084,1058808,274,0.32
G0067,2024-11-21,86095,88192,85056,86537,1522573,453,0.53
G0067,2024-11-22,86527,90161,85466,87536,1042504,999,1.15
G0067,2024-11-25,88167,90728,86374,90386,1140699,2850,3.26
G0067,2024-11-26,89404,91047,84641,87147,1681679,-3239,-3.58
G0067,2024-11-27,87014,87567,86091,86589,2416807,-558,-0.64
G0067,2024-11-28,85826,86693,83894,84122,1181512,-2467,-2.85
G0067,2024-11-29,85451,88842,83919,86642,1389338,2520,3
G0067,2024-12-02,87178,91902,86200,89599,2019818,2957,3.41
G0067,2024-12-03,89714,90537,86940,87639,3413783,-1960,-2.19
G0067,2024-12-04,87812,90421,86395,89089,2406758,1450,1.65
G0067,2024-12-05,89276,92748,87727,92226,1144150,3137,3.52
G0067,2024-12-06,91979,94600,89474,92152,2842411,-74,-0.08
G0067,2024-12-09,92946,95821,92886,94445,1776971,2293,2.49
G0067,2024-12-10,95682,98917,93721,97493,1399351,3048,3.23
G0067,2024-12-11,97242,100253,96346,97464,1547574,-29,-0.03
G0067,2024-12-12,97516,98944,94460,95601,1097658,-1863,-1.91
G0067,2024-12-13,95253,97714,90880,93260,2227260,-2341,-2.45
G0067,2024-12-16,92424,94812,90504,91742,1056074,-1518,-1.63
G0067,2024-12-17,91213,93651,89148,89407,2094685,-2335,-2.55
G0067,2024-12-18,89074,89922,87805,89142,1404402,-265,-0.3
G0067,2024-12-19,88232,89957,84526,86910,3499628,-2232,-2.5
G0067,2024-12-20,87424,91759,86316,89489,3455809,2579,2.97
G0067,2024-12-23,89806,93237,89718,91838,1575011,2349,2.62
G0067,2024-12-24,90948,91214,87682,89569,1312583,-2269,-2.47
G0067,2024-12-25,88829,90215,86615,87732,1225358,-1837,-2.05
G0067,2024-12-26,86349,88634,80022,81064,5156513,-6668,-7.6
G0067,2024-12-27,80843,83132,76231,76783,1865377,-4281,-5.28
G0067,2024-12-30,76521,77620,73460,75316,2997269,-1467,-1.91
G0067,2024-12-31,74684,74743,71439,73217,2193057,-2099,-2.79
G0067,2025-01-01,74052,74689,73291,74524,2339089,1307,1.79
G0067,2025-01-02,74134,76272,73785,73799,2160208,-725,-0.97
G0067,2025-01-03,73292,73991,71614,72168,2174351,-1631,-2.21
G0067,2025-01-06,72078,75168,72063,73413,1416637,1245,1.73
G0067,2025-01-07,73313,74670,72500,73156,1270345,-257,-0.35
G0067,2025-01-08,72526,72553,69021,70810,2345807,-2346,-3.21
G0067,2025-01-09,70572,71681,68156,70054,966292,-756,-1.07
G0067,2025-01-10,69643,71299,69380,69385,1854748,-669,-0.95
G0067,2025-01-13,69378,71778,69006,69756,1347638,371,0.53
G0067,2025-01-14,69983,71561,68488,70303,33646549,547,0.78
G0067,2025-01-15,70452,71828,70093,71217,1554768,914,1.3
G0067,2025-01-16,71145,73164,69433,71525,880404,308,0.43
G0067,2025-01-17,71268,71890,70184,71305,993658,-220,-0.31
G0067,2025-01-20,71285,72356,69068,70439,2833792,-866,-1.21
G0067,2025-01-21,70562,71871,69603,70568,3329422,129,0.18
G0067,2025-01-22,71075,74591,70701,72874,2132047,2306,3.27
G0067,2025-01-23,73080,74889,72996,73036,1900636,162,0.22
G0067,2025-01-24,72904,73413,70503,71311,1571700,-1725,-2.36
G0067,2025-01-27,71468,71499,70066,70761,2345790,-550,-0.77
G0067,2025-01-28,71161,74227,70310,72345,2056123,1584,2.24
G0067,2025-01-29,72795,75626,71737,73865,1134258,1520,2.1
G0067,2025-01-30,74262,77234,72930,75101,1181769,1236,1.67
G0067,2025-01-31,74690,75784,73465,73604,922513,-1497,-1.99
G0067,2025-02-03,73843,77229,72554,75098,878396,1494,2.03
G0067,2025-02-04,74493,74635,72205,73118,1047646,-1980,-2.64
G0067,2025-02-05,72546,72762,71047,71988,1787620,-1130,-1.55
G0067,2025-02-06,71867,72922,70185,72263,688136,275,0.38
G0067,2025-02-07,73657,77665,72478,75678,1595606,3415,4.73
G0067,2025-02-10,75939,78828,74339,76907,1178489,1229,1.62
G0067,2025-02-11,77200,77583,75462,77259,1613558,352,0.46
G0067,2025-02-12,76570,76850,75019,75363,2040179,-1896,-2.45
G0067,2025-02-13,75102,76404,73424,75052,840849,-311,-0.41
G0067,2025-02-14,75098,75733,74069,74856,1225075,-196,-0.26
G0067,2025-02-17,74729,76449,72971,74706,1043029,-150,-0.2
G0067,2025-02-18,74946,77639,74263,75663,2774357,957,1.28
G0067,2025-02-19,75665,75811,72905,75003,2111525,-660,-0.87
G0067,2025-02-20,74554,75179,73056,74490,1233762,-513,-0.68
G0067,2025-02-21,75053,76431,74192,75499,1964309,1009,1.35
G0067,2025-02-24,75855,79652,74857,77500,2156326,2001,2.65
G0067,2025-02-25,77798,78630,77224,78487,919029,987,1.27
G0067,2025-02-26,78132,79366,76783,77435,812835,-1052,-1.34
G0067,2025-02-27,78049,79542,75891,78477,2512692,1042,1.35
G0067,2025-02-28,77744,78048,75107,76305,1577800,-2172,-2.77
G0067,2025-03-03,75635,76816,72863,74992,1794624,-1313,-1.72
G0067,2025-03-04,75327,77041,75184,75852,2547370,860,1.15
G0067,2025-03-05,76515,79106,76062,77168,1832395,1316,1.73
G0067,2025-03-06,76394,77748,74867,75756,2205650,-1412,-1.83
G0067,2025-03-07,76235,78966,74112,76960,1286031,1204,1.59
G0067,2025-03-10,77158,78817,75887,78522,3093062,1562,2.03
G0067,2025-03-11,78168,80267,73194,74741,1119554,-3781,-4.82
G0067,2025-03-12,74066,76179,71706,73199,2866776,-1542,-2.06
G0067,2025-03-13,72902,73951,70985,73035,2270882,-164,-0.22
G0067,2025-03-14,73872,76363,71806,75631,2293034,2596,3.55
G0067,2025-03-17,75620,78309,75339,76432,1457972,801,1.06
G0067,2025-03-18,76496,77825,76162,76162,29272014,-270,-0.35
G0067,2025-03-19,77259,79104,75052,78680,1412451,2518,3.31
G0067,2025-03-20,78866,81120,76798,79436,1249227,756,0.96
G0067,2025-03-21,79598,83549,79075,81380,1495831,1944,2.45
G0067,2025-03-24,81616,82799,79600,79876,828842,-1504,-1.85
G0067,2025-03-25,80129,81815,79662,80781,2305972,905,1.13
G0067,2025-03-26,81095,82828,78785,81170,1682763,389,0.48
G0067,2025-03-27,80612,82515,77881,79181,2885511,-1989,-2.45
G0067,2025-03-28,78616,78814,74758,76677,1883089,-2504,-3.16
G0067,2025-03-31,76602,78247,75990,76081,2070998,-596,-0.78
G0067,2025-04-01,76317,79489,74169,77274,754534,1193,1.57
G0067,2025-04-02,77277,78121,74814,76729,658762,-545,-0.71
G0067,2025-04-03,77936,81738,75874,79685,1495372,2956,3.85
G0067,2025-04-04,80677,81869,80102,80629,1451022,944,1.18
G0067,2025-04-07,80938,84002,79529,83320,1566456,2691,3.34
G0067,2025-04-08,83516,88243,81421,87490,1594457,4170,5
G0067,2025-04-09,87416,89642,84482,86054,1562090,-1436,-1.64
G0067,2025-04-10,85160,86222,82984,85230,1433834,-824,-0.96
G0067,2025-04-11,85852,88202,83400,86995,2274785,1765,2.07
G0067,2025-04-14,86433,87537,83580,85828,882978,-1167,-1.34
G0067,2025-04-15,85865,90221,83455,87845,1369012,2017,2.35
G0067,2025-04-16,86925,87222,84198,85425,2396434,-2420,-2.75
G0067,2025-04-17,85323,87559,84103,84510,1696456,-915,-1.07
G0067,2025-04-18,84587,85454,84146,85027,2063568,517,0.61
G0067,2025-04-21,85710,87635,84105,86164,2236986,1137,1.34
G0067,2025-04-22,85932,88165,85912,87122,931107,958,1.11
G0067,2025-04-23,86753,87987,85692,86320,1176245,-802,-0.92
G0067,2025-04-24,86448,88787,85868,86498,954092,178,0.21
G0067,2025-04-25,86296,86884,84067,86525,1318989,27,0.03
G0067,2025-04-28,86276,87211,84579,85156,1748364,-1369,-1.58
G0067,2025-04-29,85835,90382,84535,88073,1655395,2917,3.43
G0067,2025-04-30,87618,87966,87347,87596,952688,-477,-0.54
G0067,2025-05-01,88473,89906,87376,88500,3688286,904,1.03
G0067,2025-05-02,87943,90196,87043,87904,1695371,-596,-0.67
G0067,2025-05-05,87618,89979,84615,86524,1346433,-1380,-1.57
G0067,2025-05-06,87096,89425,87048,87684,1027115,1160,1.34
G0067,2025-05-07,86636,87324,85027,86022,1441412,-1662,-1.9
G0067,2025-05-08,86059,88157,82502,84798,1352421,-1224,-1.42
G0067,2025-05-09,85225,87025,83533,85866,917032,1068,1.26
G0067,2025-05-12,86118,88170,83737,85973,803215,107,0.12
G0067,2025-05-13,86374,88019,84123,86505,1721116,532,0.62
G0067,2025-05-14,86064,86603,84940,85172,1241612,-1333,-1.54
G0067,2025-05-15,84635,84703,83043,83806,1744277,-1366,-1.6
G0067,2025-05-16,84256,86859,82174,86571,1936345,2765,3.3
G0067,2025-05-19,86644,88490,85628,87722,3157541,1151,1.33
